fecha,UVA
2019-09-20,40.83
2019-09-21,40.88
2019-09-22,40.88
2019-09-23,40.88
2019-09-24,41.04
2019-09-25,41.1
2019-09-26,41.15
2019-09-27,41.21
2019-09-28,41.26
2019-09-29,41.26
2019-09-30,41.26
2019-10-01,41.42
2019-10-02,41.48
2019-10-03,41.53
2019-10-04,41.58
2019-10-05,41.64
2019-10-06,41.64
2019-10-07,41.64
2019-10-08,41.8
2019-10-09,41.86
2019-10-10,41.91
2019-10-11,41.97
2019-10-12,42.02
2019-10-13,42.02
2019-10-14,42.02
2019-10-15,42.02
2019-10-16,42.24
2019-10-17,42.32
2019-10-18,42.4
2019-10-19,42.48
2019-10-20,42.48
2019-10-21,42.48
2019-10-22,42.71
2019-10-23,42.79
2019-10-24,42.87
2019-10-25,42.95
2019-10-26,43.03
2019-10-27,43.03
2019-10-28,43.03
2019-10-29,43.27
2019-10-30,43.35
2019-10-31,43.43
2019-11-01,43.51
2019-11-02,43.59
2019-11-03,43.59
2019-11-04,43.59
2019-11-05,43.83
2019-11-06,43.91
2019-11-07,43.91
2019-11-08,44.08
2019-11-09,44.16
2019-11-10,44.16
2019-11-11,44.16
2019-11-12,44.4
2019-11-13,44.49
2019-11-14,44.57
2019-11-15,44.65
2019-11-16,44.73
2019-11-17,44.73
2019-11-18,44.73
2019-11-19,44.73
2019-11-20,44.93
2019-11-21,44.98
2019-11-22,45.03
2019-11-23,45.07
2019-11-24,45.07
2019-11-25,45.07
2019-11-26,45.22
2019-11-27,45.27
2019-11-28,45.32
2019-11-29,45.37
2019-11-30,45.42
2019-12-01,45.42
2019-12-02,45.42
2019-12-03,45.57
2019-12-04,45.61
2019-12-05,45.66
2019-12-06,45.71
2019-12-07,45.76
2019-12-08,45.76
2019-12-09,45.76
2019-12-10,45.91
2019-12-11,45.96
2019-12-12,46.01
2019-12-13,46.06
2019-12-14,46.11
2019-12-15,46.11
2019-12-16,46.11
2019-12-17,46.27
2019-12-18,46.34
2019-12-19,46.4
2019-12-20,46.46
2019-12-21,46.53
2019-12-22,46.53
2019-12-23,46.53
2019-12-24,46.72
2019-12-25,46.78
2019-12-26,46.78
2019-12-27,46.91
2019-12-28,46.97
2019-12-29,46.97
2019-12-30,46.97
2019-12-31,47.16
2020-01-01,47.23
2020-01-02,47.23
2020-01-03,47.35
2020-01-04,47.42
2020-01-05,47.42
2020-01-06,47.42
2020-01-07,47.61
2020-01-08,47.68
2020-01-09,47.74
2020-01-10,47.81
2020-01-11,47.87
2020-01-12,47.87
2020-01-13,47.87
2020-01-14,48.07
2020-01-15,48.13
2020-01-16,48.2
2020-01-17,48.25
2020-01-18,48.31
2020-01-19,48.31
2020-01-20,48.31
2020-01-21,48.48
2020-01-22,48.54
2020-01-23,48.59
2020-01-24,48.65
2020-01-25,48.71
2020-01-26,48.71
2020-01-27,48.71
2020-01-28,48.88
2020-01-29,48.94
2020-01-30,49.0
2020-01-31,49.05
2020-02-01,49.11
2020-02-02,49.11
2020-02-03,49.11
2020-02-04,49.28
2020-02-05,49.34
2020-02-06,49.4
2020-02-07,49.46
2020-02-08,49.51
2020-02-09,49.51
2020-02-10,49.51
2020-02-11,49.69
2020-02-12,49.75
2020-02-13,49.81
2020-02-14,49.86
2020-02-15,49.92
2020-02-16,49.92
2020-02-17,49.92
2020-02-18,50.06
2020-02-19,50.1
2020-02-20,50.14
2020-02-21,50.18
2020-02-22,50.22
2020-02-23,50.22
2020-02-24,50.22
2020-02-25,50.22
2020-02-26,50.22
2020-02-27,50.41
2020-02-28,50.45
2020-02-29,50.49
2020-03-01,50.49
2020-03-02,50.49
2020-03-03,50.61
2020-03-04,50.65
2020-03-05,50.69
2020-03-06,50.73
2020-03-07,50.77
2020-03-08,50.77
2020-03-09,50.77
2020-03-10,50.89
2020-03-11,50.93
2020-03-12,50.97
2020-03-13,51.01
2020-03-14,51.05
2020-03-15,51.05
2020-03-16,51.05
2020-03-17,51.16
2020-03-18,51.2
2020-03-19,51.23
2020-03-20,51.26
2020-03-21,51.29
2020-03-22,51.29
2020-03-23,51.29
2020-03-24,51.29
2020-03-25,51.29
2020-03-26,51.46
2020-03-27,51.49
2020-03-28,51.52
2020-03-29,51.52
2020-03-30,51.52
2020-03-31,51.62
2020-04-01,51.66
2020-04-02,51.69
2020-04-03,51.69
2020-04-04,51.76
2020-04-05,51.76
2020-04-06,51.76
2020-04-07,51.85
2020-04-08,51.89
2020-04-09,51.92
2020-04-10,51.92
2020-04-11,51.92
2020-04-12,51.92
2020-04-13,51.92
2020-04-14,52.09
2020-04-15,52.12
2020-04-16,52.15
2020-04-17,52.21
2020-04-18,52.27
2020-04-19,52.27
2020-04-20,52.27
2020-04-21,52.44
2020-04-22,52.49
2020-04-23,52.55
2020-04-24,52.61
2020-04-25,52.66
2020-04-26,52.66
2020-04-27,52.66
2020-04-28,52.84
2020-04-29,52.89
2020-04-30,52.95
2020-05-01,53.01
2020-05-02,53.01
2020-05-03,53.01
2020-05-04,53.01
2020-05-05,53.24
2020-05-06,53.29
2020-05-07,53.35
2020-05-08,53.41
2020-05-09,53.47
2020-05-10,53.47
2020-05-11,53.47
2020-05-12,53.64
2020-05-13,53.7
2020-05-14,53.76
2020-05-15,53.82
2020-05-16,53.87
2020-05-17,53.87
2020-05-18,53.87
2020-05-19,53.95
2020-05-20,53.98
2020-05-21,54.0
2020-05-22,54.03
2020-05-23,54.06
2020-05-24,54.06
2020-05-25,54.06
2020-05-26,54.06
2020-05-27,54.16
2020-05-28,54.19
2020-05-29,54.21
2020-05-30,54.24
2020-05-31,54.24
2020-06-01,54.24
2020-06-02,54.32
2020-06-03,54.34
2020-06-04,54.37
2020-06-05,54.39
2020-06-06,54.42
2020-06-07,54.42
2020-06-08,54.42
2020-06-09,54.5
2020-06-10,54.53
2020-06-11,54.55
2020-06-12,54.58
2020-06-13,54.6
2020-06-14,54.6
2020-06-15,54.6
2020-06-16,54.6
2020-06-17,54.71
2020-06-18,54.74
2020-06-19,54.76
2020-06-20,54.79
2020-06-21,54.79
2020-06-22,54.79
2020-06-23,54.87
2020-06-24,54.9
2020-06-25,54.93
2020-06-26,54.95
2020-06-27,54.98
2020-06-28,54.98
2020-06-29,54.98
2020-06-30,55.06
2020-07-01,55.09
2020-07-02,55.12
2020-07-03,55.15
2020-07-04,55.17
2020-07-05,55.17
2020-07-06,55.17
2020-07-07,55.26
2020-07-08,55.28
2020-07-09,55.31
2020-07-10,55.31
2020-07-11,55.31
2020-07-12,55.31
2020-07-13,55.31
2020-07-14,55.45
2020-07-15,55.48
2020-07-16,55.5
2020-07-17,55.54
2020-07-18,55.58
2020-07-19,55.58
2020-07-20,55.58
2020-07-21,55.7
2020-07-22,55.74
2020-07-23,55.78
2020-07-24,55.82
2020-07-25,55.85
2020-07-26,55.85
2020-07-27,55.85
2020-07-28,55.97
2020-07-29,56.01
2020-07-30,56.05
2020-07-31,56.09
2020-08-01,56.13
2020-08-02,56.13
2020-08-03,56.13
2020-08-04,56.25
2020-08-05,56.29
2020-08-06,56.33
2020-08-07,56.37
2020-08-08,56.41
2020-08-09,56.41
2020-08-10,56.41
2020-08-11,56.53
2020-08-12,56.56
2020-08-13,56.6
2020-08-14,56.64
2020-08-15,56.68
2020-08-16,56.68
2020-08-17,56.68
2020-08-18,56.68
2020-08-19,56.83
2020-08-20,56.86
2020-08-21,56.9
2020-08-22,56.93
2020-08-23,56.93
2020-08-24,56.93
2020-08-25,57.03
2020-08-26,57.07
2020-08-27,57.1
2020-08-28,57.14
2020-08-29,57.17
2020-08-30,57.17
2020-08-31,57.17
2020-09-01,57.28
2020-09-02,57.31
2020-09-03,57.35
2020-09-04,57.38
2020-09-05,57.42
2020-09-06,57.42
2020-09-07,57.42
2020-09-08,57.52
2020-09-09,57.56
2020-09-10,57.59
2020-09-11,57.63
2020-09-12,57.66
2020-09-13,57.66
2020-09-14,57.66
2020-09-15,57.77
2020-09-16,57.8
2020-09-17,57.85
2020-09-18,57.9
2020-09-19,57.96
2020-09-20,57.96
2020-09-21,57.96
2020-09-22,58.11
2020-09-23,58.16
2020-09-24,58.21
2020-09-25,58.27
2020-09-26,58.32
2020-09-27,58.32
2020-09-28,58.32
2020-09-29,58.47
2020-09-30,58.52
2020-10-01,58.58
2020-10-02,58.63
2020-10-03,58.68
2020-10-04,58.68
2020-10-05,58.68
2020-10-06,58.84
2020-10-07,58.89
2020-10-08,58.94
2020-10-09,58.99
2020-10-10,59.05
2020-10-11,59.05
2020-10-12,59.05
2020-10-13,59.05
2020-10-14,59.26
2020-10-15,59.31
2020-10-16,59.36
2020-10-17,59.42
2020-10-18,59.42
2020-10-19,59.42
2020-10-20,59.57
2020-10-21,59.63
2020-10-22,59.68
2020-10-23,59.73
2020-10-24,59.79
2020-10-25,59.79
2020-10-26,59.79
2020-10-27,59.95
2020-10-28,60.0
2020-10-29,60.05
2020-10-30,60.11
2020-10-31,60.16
2020-11-01,60.16
2020-11-02,60.16
2020-11-03,60.32
2020-11-04,60.38
2020-11-05,60.43
2020-11-06,60.48
2020-11-07,60.48
2020-11-08,60.48
2020-11-09,60.48
2020-11-10,60.7
2020-11-11,60.75
2020-11-12,60.81
2020-11-13,60.86
2020-11-14,60.92
2020-11-15,60.92
2020-11-16,60.92
2020-11-17,61.1
2020-11-18,61.18
2020-11-19,61.25
2020-11-20,61.33
2020-11-21,61.4
2020-11-22,61.4
2020-11-23,61.4
2020-11-24,61.4
2020-11-25,61.71
2020-11-26,61.79
2020-11-27,61.86
2020-11-28,61.94
2020-11-29,61.94
2020-11-30,61.94
2020-12-01,62.17
2020-12-02,62.25
2020-12-03,62.33
2020-12-04,62.41
2020-12-05,62.48
2020-12-06,62.48
2020-12-07,62.48
2020-12-08,62.48
2020-12-09,62.48
2020-12-10,62.87
2020-12-11,62.95
2020-12-12,63.03
2020-12-13,63.03
2020-12-14,63.03
2020-12-15,63.26
2020-12-16,63.34
2020-12-17,63.41
2020-12-18,63.47
2020-12-19,63.54
2020-12-20,63.54
2020-12-21,63.54
2020-12-22,63.73
2020-12-23,63.8
2020-12-24,63.86
2020-12-25,63.93
2020-12-26,63.93
2020-12-27,63.93
2020-12-28,63.93
2020-12-29,64.19
2020-12-30,64.25
2020-12-31,64.32
2021-01-01,64.38
2021-01-02,64.38
2021-01-03,64.38
2021-01-04,64.38
2021-01-05,64.64
2021-01-06,64.71
2021-01-07,64.78
2021-01-08,64.84
2021-01-09,64.91
2021-01-10,64.91
2021-01-11,64.91
2021-01-12,65.11
2021-01-13,65.17
2021-01-14,65.24
2021-01-15,65.3
2021-01-16,65.37
2021-01-17,65.37
2021-01-18,65.37
2021-01-19,65.62
2021-01-20,65.7
2021-01-21,65.79
2021-01-22,65.87
2021-01-23,65.95
2021-01-24,65.95
2021-01-25,65.95
2021-01-26,66.2
2021-01-27,66.29
2021-01-28,66.37
2021-01-29,66.45
2021-01-30,66.54
2021-01-31,66.54
2021-02-01,66.54
2021-02-02,66.79
2021-02-03,66.88
2021-02-04,66.96
2021-02-05,67.05
2021-02-06,67.13
2021-02-07,67.13
2021-02-08,67.13
2021-02-09,67.39
2021-02-10,67.47
2021-02-11,67.56
2021-02-12,67.64
2021-02-13,67.73
2021-02-14,67.73
2021-02-15,67.73
2021-02-16,67.73
2021-02-17,67.73
2021-02-18,68.18
2021-02-19,68.27
2021-02-20,68.37
2021-02-21,68.37
2021-02-22,68.37
2021-02-23,68.65
2021-02-24,68.75
2021-02-25,68.85
2021-02-26,68.94
2021-02-27,69.04
2021-02-28,69.04
2021-03-01,69.04
2021-03-02,69.33
2021-03-03,69.43
2021-03-04,69.53
2021-03-05,69.62
2021-03-06,69.72
2021-03-07,69.72
2021-03-08,69.72
2021-03-09,70.01
2021-03-10,70.11
2021-03-11,70.21
2021-03-12,70.31
2021-03-13,70.41
2021-03-14,70.41
2021-03-15,70.41
2021-03-16,70.7
2021-03-17,70.79
2021-03-18,70.87
2021-03-19,70.95
2021-03-20,71.03
2021-03-21,71.03
2021-03-22,71.03
2021-03-23,71.27
2021-03-24,71.35
2021-03-25,71.35
2021-03-26,71.52
2021-03-27,71.6
2021-03-28,71.6
2021-03-29,71.6
2021-03-30,71.84
2021-03-31,71.92
2021-04-01,72.01
2021-04-02,72.01
2021-04-03,72.01
2021-04-04,72.01
2021-04-05,72.01
2021-04-06,72.42
2021-04-07,72.5
2021-04-08,72.58
2021-04-09,72.67
2021-04-10,72.75
2021-04-11,72.75
2021-04-12,72.75
2021-04-13,73.0
2021-04-14,73.08
2021-04-15,73.17
2021-04-16,73.25
2021-04-17,73.36
2021-04-18,73.36
2021-04-19,73.36
2021-04-20,73.71
2021-04-21,73.82
2021-04-22,73.94
2021-04-23,74.06
2021-04-24,74.17
2021-04-25,74.17
2021-04-26,74.17
2021-04-27,74.52
2021-04-28,74.64
2021-04-29,74.75
2021-04-30,74.87
2021-05-01,74.99
2021-05-02,74.99
2021-05-03,74.99
2021-05-04,75.34
2021-05-05,75.46
2021-05-06,75.58
2021-05-07,75.69
2021-05-08,75.81
2021-05-09,75.81
2021-05-10,75.81
2021-05-11,76.17
2021-05-12,76.29
2021-05-13,76.41
2021-05-14,76.53
2021-05-15,76.65
2021-05-16,76.65
2021-05-17,76.65
2021-05-18,76.97
2021-05-19,77.06
2021-05-20,77.16
2021-05-21,77.26
2021-05-22,77.37
2021-05-23,77.37
2021-05-24,77.37
2021-05-25,77.37
2021-05-26,77.37
2021-05-27,77.87
2021-05-28,77.97
2021-05-29,78.07
2021-05-30,78.07
2021-05-31,78.07
2021-06-01,78.37
2021-06-02,78.48
2021-06-03,78.58
2021-06-04,78.68
2021-06-05,78.78
2021-06-06,78.78
2021-06-07,78.78
2021-06-08,79.09
2021-06-09,79.19
2021-06-10,79.29
2021-06-11,79.4
2021-06-12,79.5
2021-06-13,79.5
2021-06-14,79.5
2021-06-15,79.81
2021-06-16,79.91
2021-06-17,80.0
2021-06-18,80.09
2021-06-19,80.17
2021-06-20,80.17
2021-06-21,80.17
2021-06-22,80.17
2021-06-23,80.52
2021-06-24,80.61
2021-06-25,80.7
2021-06-26,80.78
2021-06-27,80.78
2021-06-28,80.78
2021-06-29,81.05
2021-06-30,81.13
2021-07-01,81.22
2021-07-02,81.31
2021-07-03,81.4
2021-07-04,81.4
2021-07-05,81.4
2021-07-06,81.66
2021-07-07,81.75
2021-07-08,81.84
2021-07-09,81.93
2021-07-10,81.93
2021-07-11,81.93
2021-07-12,81.93
2021-07-13,82.28
2021-07-14,82.37
2021-07-15,82.46
2021-07-16,82.55
2021-07-17,82.63
2021-07-18,82.63
2021-07-19,82.63
2021-07-20,82.89
2021-07-21,82.97
2021-07-22,83.06
2021-07-23,83.14
2021-07-24,83.22
2021-07-25,83.22
2021-07-26,83.22
2021-07-27,83.48
2021-07-28,83.56
2021-07-29,83.65
2021-07-30,83.73
2021-07-31,83.82
2021-08-01,83.82
2021-08-02,83.82
2021-08-03,84.07
2021-08-04,84.16
2021-08-05,84.25
2021-08-06,84.33
2021-08-07,84.42
2021-08-08,84.42
2021-08-09,84.42
2021-08-10,84.67
2021-08-11,84.76
2021-08-12,84.85
2021-08-13,84.93
2021-08-14,85.02
2021-08-15,85.02
2021-08-16,85.02
2021-08-17,85.02
2021-08-18,85.35
2021-08-19,85.44
2021-08-20,85.52
2021-08-21,85.6
2021-08-22,85.6
2021-08-23,85.6
2021-08-24,85.84
2021-08-25,85.93
2021-08-26,86.01
2021-08-27,86.09
2021-08-28,86.17
2021-08-29,86.17
2021-08-30,86.17
2021-08-31,86.42
2021-09-01,86.5
2021-09-02,86.58
2021-09-03,86.67
2021-09-04,86.75
2021-09-05,86.75
2021-09-06,86.75
2021-09-07,87.0
2021-09-08,87.08
2021-09-09,87.16
2021-09-10,87.25
2021-09-11,87.33
2021-09-12,87.33
2021-09-13,87.33
2021-09-14,87.58
2021-09-15,87.66
2021-09-16,87.75
2021-09-17,87.82
2021-09-18,87.89
2021-09-19,87.89
2021-09-20,87.89
2021-09-21,88.11
2021-09-22,88.18
2021-09-23,88.25
2021-09-24,88.33
2021-09-25,88.4
2021-09-26,88.4
2021-09-27,88.4
2021-09-28,88.62
2021-09-29,88.69
2021-09-30,88.76
2021-10-01,88.84
2021-10-02,88.91
2021-10-03,88.91
2021-10-04,88.91
2021-10-05,89.13
2021-10-06,89.2
2021-10-07,89.28
2021-10-08,89.35
2021-10-09,89.35
2021-10-10,89.35
2021-10-11,89.35
2021-10-12,89.35
2021-10-13,89.72
2021-10-14,89.79
2021-10-15,89.87
2021-10-16,89.94
2021-10-17,89.94
2021-10-18,89.94
2021-10-19,90.24
2021-10-20,90.34
2021-10-21,90.44
2021-10-22,90.54
2021-10-23,90.64
2021-10-24,90.64
2021-10-25,90.64
2021-10-26,90.95
2021-10-27,91.05
2021-10-28,91.15
2021-10-29,91.25
2021-10-30,91.35
2021-10-31,91.35
2021-11-01,91.35
2021-11-02,91.65
2021-11-03,91.76
2021-11-04,91.86
2021-11-05,91.96
2021-11-06,92.06
2021-11-07,92.06
2021-11-08,92.06
2021-11-09,92.37
2021-11-10,92.47
2021-11-11,92.57
2021-11-12,92.68
2021-11-13,92.78
2021-11-14,92.78
2021-11-15,92.78
2021-11-16,93.09
2021-11-17,93.2
2021-11-18,93.3
2021-11-19,93.41
2021-11-20,93.52
2021-11-21,93.52
2021-11-22,93.52
2021-11-23,93.52
2021-11-24,93.95
2021-11-25,94.06
2021-11-26,94.16
2021-11-27,94.27
2021-11-28,94.27
2021-11-29,94.27
2021-11-30,94.6
2021-12-01,94.7
2021-12-02,94.81
2021-12-03,94.92
2021-12-04,95.03
2021-12-05,95.03
2021-12-06,95.03
2021-12-07,95.36
2021-12-08,95.47
2021-12-09,95.47
2021-12-10,95.69
2021-12-11,95.8
2021-12-12,95.8
2021-12-13,95.8
2021-12-14,96.13
2021-12-15,96.24
2021-12-16,96.35
2021-12-17,96.42
2021-12-18,96.5
2021-12-19,96.5
2021-12-20,96.5
2021-12-21,96.73
2021-12-22,96.81
2021-12-23,96.89
2021-12-24,96.96
2021-12-25,97.04
2021-12-26,97.04
2021-12-27,97.04
2021-12-28,97.27
2021-12-29,97.35
2021-12-30,97.43
2021-12-31,97.51
2022-01-01,97.58
2022-01-02,97.58
2022-01-03,97.58
2022-01-04,97.82
2022-01-05,97.89
2022-01-06,97.97
2022-01-07,98.05
2022-01-08,98.13
2022-01-09,98.13
2022-01-10,98.13
2022-01-11,98.36
2022-01-12,98.44
2022-01-13,98.52
2022-01-14,98.6
2022-01-15,98.68
2022-01-16,98.68
2022-01-17,98.68
2022-01-18,98.99
2022-01-19,99.11
2022-01-20,99.23
2022-01-21,99.35
2022-01-22,99.47
2022-01-23,99.47
2022-01-24,99.47
2022-01-25,99.83
2022-01-26,99.95
2022-01-27,100.07
2022-01-28,100.19
2022-01-29,100.31
2022-01-30,100.31
2022-01-31,100.31
2022-02-01,100.68
2022-02-02,100.8
2022-02-03,100.92
2022-02-04,101.04
2022-02-05,101.16
2022-02-06,101.16
2022-02-07,101.16
2022-02-08,101.53
2022-02-09,101.65
2022-02-10,101.77
2022-02-11,101.89
2022-02-12,102.02
2022-02-13,102.02
2022-02-14,102.02
2022-02-15,102.39
2022-02-16,102.51
2022-02-17,102.65
2022-02-18,102.79
2022-02-19,102.93
2022-02-20,102.93
2022-02-21,102.93
2022-02-22,103.35
2022-02-23,103.49
2022-02-24,103.64
2022-02-25,103.78
2022-02-26,103.92
2022-02-27,103.92
2022-02-28,103.92
2022-03-01,103.92
2022-03-02,103.92
2022-03-03,104.63
2022-03-04,104.77
2022-03-05,104.92
2022-03-06,104.92
2022-03-07,104.92
2022-03-08,105.35
2022-03-09,105.49
2022-03-10,105.64
2022-03-11,105.78
2022-03-12,105.93
2022-03-13,105.93
2022-03-14,105.93
2022-03-15,106.36
2022-03-16,106.51
2022-03-17,106.66
2022-03-18,106.82
2022-03-19,106.98
2022-03-20,106.98
2022-03-21,106.98
2022-03-22,107.46
2022-03-23,107.62
2022-03-24,107.78
2022-03-25,107.78
2022-03-26,108.1
2022-03-27,108.1
2022-03-28,108.1
2022-03-29,108.58
2022-03-30,108.74
2022-03-31,108.9
2022-04-01,109.06
2022-04-02,109.22
2022-04-03,109.22
2022-04-04,109.22
2022-04-05,109.71
2022-04-06,109.87
2022-04-07,110.04
2022-04-08,110.2
2022-04-09,110.36
2022-04-10,110.36
2022-04-11,110.36
2022-04-12,110.85
2022-04-13,111.02
2022-04-14,111.18
2022-04-15,111.18
2022-04-16,111.18
2022-04-17,111.18
2022-04-18,111.18
2022-04-19,112.24
2022-04-20,112.48
2022-04-21,112.72
2022-04-22,112.97
2022-04-23,113.21
2022-04-24,113.21
2022-04-25,113.21
2022-04-26,113.95
2022-04-27,114.2
2022-04-28,114.44
2022-04-29,114.69
2022-04-30,114.94
2022-05-01,114.94
2022-05-02,114.94
2022-05-03,115.69
2022-05-04,115.94
2022-05-05,116.19
2022-05-06,116.44
2022-05-07,116.69
2022-05-08,116.69
2022-05-09,116.69
2022-05-10,117.45
2022-05-11,117.7
2022-05-12,117.96
2022-05-13,118.21
2022-05-14,118.47
2022-05-15,118.47
2022-05-16,118.47
2022-05-17,119.21
2022-05-18,119.43
2022-05-19,119.43
2022-05-20,119.88
2022-05-21,120.11
2022-05-22,120.11
2022-05-23,120.11
2022-05-24,120.79
2022-05-25,121.01
2022-05-26,121.01
2022-05-27,121.47
2022-05-28,121.7
2022-05-29,121.7
2022-05-30,121.7
2022-05-31,122.39
2022-06-01,122.62
2022-06-02,122.85
2022-06-03,123.08
2022-06-04,123.31
2022-06-05,123.31
2022-06-06,123.31
2022-06-07,124.01
2022-06-08,124.24
2022-06-09,124.47
2022-06-10,124.71
2022-06-11,124.94
2022-06-12,124.94
2022-06-13,124.94
2022-06-14,125.65
2022-06-15,125.89
2022-06-16,126.12
2022-06-17,126.33
2022-06-18,126.33
2022-06-19,126.33
2022-06-20,126.33
2022-06-21,126.33
2022-06-22,127.38
2022-06-23,127.6
2022-06-24,127.81
2022-06-25,128.02
2022-06-26,128.02
2022-06-27,128.02
2022-06-28,128.66
2022-06-29,128.87
2022-06-30,129.08
2022-07-01,129.3
2022-07-02,129.51
2022-07-03,129.51
2022-07-04,129.51
2022-07-05,130.16
2022-07-06,130.38
2022-07-07,130.59
2022-07-08,130.81
2022-07-09,131.03
2022-07-10,131.03
2022-07-11,131.03
2022-07-12,131.68
2022-07-13,131.9
2022-07-14,132.12
2022-07-15,132.34
2022-07-16,132.56
2022-07-17,132.56
2022-07-18,132.56
2022-07-19,133.22
2022-07-20,133.44
2022-07-21,133.66
2022-07-22,133.89
2022-07-23,134.11
2022-07-24,134.11
2022-07-25,134.11
2022-07-26,134.78
2022-07-27,135.01
2022-07-28,135.23
2022-07-29,135.46
2022-07-30,135.68
2022-07-31,135.68
2022-08-01,135.68
2022-08-02,136.36
2022-08-03,136.59
2022-08-04,136.82
2022-08-05,137.05
2022-08-06,137.27
2022-08-07,137.27
2022-08-08,137.27
2022-08-09,137.96
2022-08-10,138.19
2022-08-11,138.42
2022-08-12,138.65
2022-08-13,138.88
2022-08-14,138.88
2022-08-15,138.88
2022-08-16,138.88
2022-08-17,139.9
2022-08-18,140.23
2022-08-19,140.55
2022-08-20,140.87
2022-08-21,140.87
2022-08-22,140.87
2022-08-23,141.85
2022-08-24,142.18
2022-08-25,142.5
2022-08-26,142.83
2022-08-27,143.16
2022-08-28,143.16
2022-08-29,143.16
2022-08-30,144.15
2022-08-31,144.49
2022-09-01,144.82
2022-09-02,145.15
2022-09-03,145.49
2022-09-04,145.49
2022-09-05,145.49
2022-09-06,146.5
2022-09-07,146.83
2022-09-08,147.17
2022-09-09,147.51
2022-09-10,147.85
2022-09-11,147.85
2022-09-12,147.85
2022-09-13,148.88
2022-09-14,149.22
2022-09-15,149.56
2022-09-16,149.91
2022-09-17,150.25
2022-09-18,150.25
2022-09-19,150.25
2022-09-20,151.27
2022-09-21,151.61
2022-09-22,151.95
2022-09-23,152.3
2022-09-24,152.64
2022-09-25,152.64
2022-09-26,152.64
2022-09-27,153.68
2022-09-28,154.02
2022-09-29,154.37
2022-09-30,154.72
2022-10-01,155.07
2022-10-02,155.07
2022-10-03,155.07
2022-10-04,156.12
2022-10-05,156.47
2022-10-06,156.83
2022-10-07,157.18
2022-10-08,157.18
2022-10-09,157.18
2022-10-10,157.18
2022-10-11,157.18
2022-10-12,158.96
2022-10-13,159.32
2022-10-14,159.68
2022-10-15,160.04
2022-10-16,160.04
2022-10-17,160.04
2022-10-18,161.03
2022-10-19,161.34
2022-10-20,161.65
2022-10-21,161.97
2022-10-22,162.28
2022-10-23,162.28
2022-10-24,162.28
2022-10-25,163.23
2022-10-26,163.55
2022-10-27,163.86
2022-10-28,164.18
2022-10-29,164.5
2022-10-30,164.5
2022-10-31,164.5
2022-11-01,165.46
2022-11-02,165.78
2022-11-03,166.1
2022-11-04,166.43
2022-11-05,166.75
2022-11-06,166.75
2022-11-07,166.75
2022-11-08,167.72
2022-11-09,168.05
2022-11-10,168.38
2022-11-11,168.7
2022-11-12,169.03
2022-11-13,169.03
2022-11-14,169.03
2022-11-15,170.02
2022-11-16,170.35
2022-11-17,170.7
2022-11-18,171.04
2022-11-19,171.39
2022-11-20,171.39
2022-11-21,171.39
2022-11-22,171.39
2022-11-23,172.79
2022-11-24,173.15
2022-11-25,173.5
2022-11-26,173.85
2022-11-27,173.85
2022-11-28,173.85
2022-11-29,174.92
2022-11-30,175.28
2022-12-01,175.63
2022-12-02,175.99
2022-12-03,176.35
2022-12-04,176.35
2022-12-05,176.35
2022-12-06,177.43
2022-12-07,177.79
2022-12-08,178.15
2022-12-09,178.15
2022-12-10,178.15
2022-12-11,178.15
2022-12-12,178.15
2022-12-13,179.98
2022-12-14,180.34
2022-12-15,180.71
2022-12-16,181.08
2022-12-17,181.36
2022-12-18,181.36
2022-12-19,181.36
2022-12-20,182.2
2022-12-21,182.48
2022-12-22,182.76
2022-12-23,183.05
2022-12-24,183.33
2022-12-25,183.33
2022-12-26,183.33
2022-12-27,184.18
2022-12-28,184.46
2022-12-29,184.75
2022-12-30,185.03
2022-12-31,185.32
2023-01-01,185.32
2023-01-02,185.32
2023-01-03,186.18
2023-01-04,186.47
2023-01-05,186.76
2023-01-06,187.04
2023-01-07,187.33
2023-01-08,187.33
2023-01-09,187.33
2023-01-10,188.2
2023-01-11,188.49
2023-01-12,188.78
2023-01-13,189.08
2023-01-14,189.37
2023-01-15,189.37
2023-01-16,189.37
2023-01-17,190.26
2023-01-18,190.56
2023-01-19,190.87
2023-01-20,191.18
2023-01-21,191.48
2023-01-22,191.48
2023-01-23,191.48
2023-01-24,192.41
2023-01-25,192.72
2023-01-26,193.03
2023-01-27,193.34
2023-01-28,193.65
2023-01-29,193.65
2023-01-30,193.65
2023-01-31,194.58
2023-02-01,194.89
2023-02-02,195.21
2023-02-03,195.52
2023-02-04,195.83
2023-02-05,195.83
2023-02-06,195.83
2023-02-07,196.78
2023-02-08,197.09
2023-02-09,197.41
2023-02-10,197.73
2023-02-11,198.05
2023-02-12,198.05
2023-02-13,198.05
2023-02-14,199.0
2023-02-15,199.32
2023-02-16,199.64
2023-02-17,200.06
2023-02-18,200.47
2023-02-19,200.47
2023-02-20,200.47
2023-02-21,200.47
2023-02-22,200.47
2023-02-23,202.57
2023-02-24,202.99
2023-02-25,203.42
2023-02-26,203.42
2023-02-27,203.42
2023-02-28,204.69
2023-03-01,205.12
2023-03-02,205.54
2023-03-03,205.97
2023-03-04,206.4
2023-03-05,206.4
2023-03-06,206.4
2023-03-07,207.69
2023-03-08,208.13
2023-03-09,208.56
2023-03-10,208.99
2023-03-11,209.43
2023-03-12,209.43
2023-03-13,209.43
2023-03-14,210.74
